"ID";"CODE";"NAME";"END_DATE"
3377;"052-030";"ОВД МАГАРАМКЕНТСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3378;"052-031";"ОВД НОВОЛАКСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3379;"052-032";"ОВД НОГАЙСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3380;"052-033";"ОВД РУТУЛЬСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3381;"052-034";"ОВД СЕРГОКАЛИНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3382;"052-035";"ОВД ШАМИЛЬСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3383;"052-036";"ОВД СУЛЕЙМАН-СТАЛЬСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3384;"052-037";"ОВД ТАБАСАРАНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3385;"052-038";"ОВД ТАРУМОВСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3386;"052-039";"ОВД КИРОВСКОГО Р-НА Г. МАХАЧКАЛЫ РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3387;"052-040";"ОВД ТЛЯРАТИНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3388;"052-041";"ОВД УНЦУКУЛЬСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3389;"052-042";"ОВД ХИВСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3390;"052-043";"ОВД ХУНЗАХСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3391;"052-044";"ОВД ЦУМАДИНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3392;"052-045";"ОВД ЦУНТИНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3393;"052-046";"ОВД ЧАРОДИНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3394;"052-047";"ОВД Г. ЮЖНО-СУХОКУМСКА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3395;"052-048";"ОВД КИЗИЛЮРТОВСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН";"2007-01-01 00:00:00"
3406;"053-006";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В ПОС. ШАМИЛЬКАЛА";"2017-12-31 00:00:00"
3409;"053-009";"РЕЗЕРВ МВД РЕСПУБЛИКИ ДАГЕСТАН";"2017-12-31 00:00:00"
3411;"060-002";"ОТДЕЛ ОФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В Г. НАЗРАНЬ И Г. МАГАС";"2017-12-31 00:00:00"
3412;"060-003";"ОТДЕЛЕНИЕ ОФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В Г. КАРАБУЛАК";"2017-12-31 00:00:00"
3413;"060-004";"ОТДЕЛЕНИЕ ОФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В НАЗРАНОВСКОМ Р-НЕ";"2017-12-31 00:00:00"
3414;"060-005";"ОТДЕЛ ОФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В СУНЖЕНСКОМ Р-НЕ";"2017-12-31 00:00:00"
3415;"060-006";"ОТДЕЛ ОФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В МАЛГОБЕКСКОМ Р-НЕ";"2017-12-31 00:00:00"
3416;"060-007";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В ДЖЕЙРАХСКОМ Р-НЕ";"2017-12-31 00:00:00"
3417;"061-001";"МВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3418;"062-001";"ДЖЕЙРАХСКИЙ РАЙОНЫЙ ОВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3419;"062-002";"НАЗРАНОВСКИЙ ГОРОДСКОЙ ОВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3420;"062-003";"КАРАБУЛАКСКИЙ ГОРОДСКОЙ ОВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3421;"062-004";"НАЗРАНОВСКИМ РАЙОНЫМ ОВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3422;"062-005";"СУНЖЕНСКИЙ РОВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3423;"062-006";"МАЛГОБЕКСКИЙ РАЙОНЫЙ ОВД РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3424;"062-008";"ОВД Г. МАГАС РЕСПУБЛИКИ ИНГУШЕТИЯ";"2017-12-31 00:00:00"
3436;"070-012";"ОТДЕЛ №2 УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКЕ В Г. НАЛЬЧИКЕ";"2017-12-31 00:00:00"
3437;"071-001";"МВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3438;"072-001";"1 ОВД Г. НАЛЬЧИКА";"2017-12-31 00:00:00"
3439;"072-002";"2 ОВД Г. НАЛЬЧИКА";"2017-12-31 00:00:00"
3440;"072-003";"3 ОВД Г. НАЛЬЧИКА";"2017-12-31 00:00:00"
3441;"072-004";"УРВАНСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3442;"072-005";"ЗОЛЬСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3443;"072-006";"МАЙСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3444;"072-007";"ПРОХЛАДНЕНСКИЙ ГОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3445;"072-008";"ЧЕГЕМСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3446;"072-009";"ЧЕРЕКСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3447;"072-010";"БАКСАНСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3448;"072-011";"ТЕРСКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3449;"072-012";"ЭЛЬБРУССКИЙ РОВД РЕСПУБЛИКИ КАБАРДИНО-БАЛКАРИЯ";"2017-12-31 00:00:00"
3450;"072-013";"ПРОХЛАДНЕНСКИЙ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3451;"072-015";"БАКСАНСКИЙ ГОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3452;"080-000";"ОФМС РОССИИ ПО РЕСПУБЛИКЕ КАЛМЫКИЯ";"2016-03-16 00:00:00"
3467;"081-001";"МВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3468;"082-001";"УВД Г. ЭЛИСТА РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3469;"082-002";"ОВД ГОРОДОВИКОВСКОГО Р-НА РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3470;"082-003";"ИКИ-БУРУЛЬСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3471;"082-004";"КЕТЧЕНЕРОВСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3472;"082-005";"ЛАГАНСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3473;"082-006";"МАЛОДЕРБЕТОВСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3474;"082-007";"ОКТЯБРЬСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3475;"082-008";"ПРИЮТНЕНСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3476;"082-009";"САРПИНСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3477;"082-010";"ЦЕЛИННЫЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3478;"082-011";"ЧЕРНОЗЕМЕЛЬСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3479;"082-012";"ЮСТИНСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3480;"082-013";"ЯШАЛТИНСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3481;"082-014";"ЯШКУЛЬСКИЙ РОВД РЕСПУБЛИКИ КАЛМЫКИЯ";"2017-12-31 00:00:00"
3494;"090-013";"ТП ОФМС РОССИИ ПО КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКЕ В НОГАЙСКОМ Р-НЕ";"2015-05-31 00:00:00"
3495;"091-001";"МВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3496;"092-001";"АДЫГЕ-ХАБЛЬСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3497;"092-002";"ЗЕЛЕНЧУКСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3498;"092-003";"КАРАЧАЕВСКИЙ ГОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3499;"092-004";"КАРАЧАЕВСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3500;"092-005";"МАЛОКАРАЧАЕВСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3501;"092-006";"ПРИКУБАНСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3502;"092-007";"ТЕБЕРДИНСКИЙ ГОМ КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3503;"092-008";"УРУПСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3504;"092-009";"УСТЬ-ДЖЕГУТИНСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3505;"092-010";"ХАБЕЗСКИЙ РОВД КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3506;"093-001";"УВД Г. ЧЕРКЕССКА КАРАЧАЕВО-ЧЕРКЕССКОЙ РЕСПУБЛИКИ";"2017-12-31 00:00:00"
3509;"100-003";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В БЕЛОМОРСКОМ Р-НЕ";"2015-05-31 00:00:00"
3510;"100-004";"ТП В ПОСЕЛКЕ КАЛЕВАЛА ОТДЕЛЕНИЯ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. КОСТОМУКША";"2014-01-10 00:00:00"
3511;"100-005";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В КЕМСКОМ Р-НЕ";"2015-05-31 00:00:00"
3512;"100-006";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В КОНДОПОЖСКОМ Р-НЕ";"2015-06-14 00:00:00"
3513;"100-007";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. КОСТОМУКША";"2015-05-31 00:00:00"
3514;"100-008";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ЛАХДЕНПОХСКОМ Р-НЕ";"2015-05-31 00:00:00"
3515;"100-009";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ЛОУХСКОМ Р-НЕ";"2017-12-31 00:00:00"
3516;"100-010";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В МЕДВЕЖЬЕГОРСКОМ Р-НЕ";"2017-12-31 00:00:00"
3517;"100-011";"ТП В ПОСЕЛКЕ МУЕЗЕРСКИЙ ОТДЕЛЕНИЯ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. КОСТОМУКША";"2017-12-31 00:00:00"
3518;"100-012";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ОЛОНЕЦКОМ Р-НЕ";"2015-05-31 00:00:00"
3519;"100-013";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ПИТКЯРАНТСКОМ Р-НЕ";"2012-03-19 00:00:00"
3521;"100-015";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ПРЯЖИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
3522;"100-016";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В ПУДОЖСКОМ Р-НЕ";"2015-05-31 00:00:00"
3523;"100-017";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В СЕГЕЖСКОМ Р-НЕ";"2017-12-31 00:00:00"
3524;"100-018";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. СОРТАВАЛА";"2015-05-31 00:00:00"
3525;"100-019";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В СУОЯРВСКОМ Р-НЕ";"2015-05-31 00:00:00"
3526;"101-001";"МВД РЕСПУБЛИКИ КАРЕЛИЯ";"2007-04-15 00:00:00"
3527;"102-001";"УВД Г. ПЕТРОЗАВОДСКА";"2007-04-15 00:00:00"
3552;"202-002";"ОВД ОКТЯБРЬСКОГО Р-НА Г. ГРОЗНОГО";"2007-01-01 00:00:00"
3553;"202-003";"ОВД ЛЕНИНСКОГО Р-НА Г. ГРОЗНОГО";"2007-01-01 00:00:00"
3572;"111-001";"МВД РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3573;"112-001";"УВД Г. СЫКТЫВКАРА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3574;"112-002";"ОВД ЭЖВИНСКОГО Р-НА Г. СЫКТЫВКАРА";"2017-12-31 00:00:00"
3575;"112-003";"УВД Г. ВОРКУТЫ РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3576;"112-004";"ОВД Г. ИНТЫ РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3577;"112-005";"ОВД Г. ПЕЧОРЫ РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3578;"112-006";"УВД Г. УХТЫ РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3579;"112-007";"ОВД Г. ВУКТЫЛА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3580;"112-008";"ОВД ИЖЕМСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3581;"112-009";"ОВД КНЯЖПОГОСТСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3582;"112-010";"ОВД КОЙГОРОДСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3583;"112-011";"ОВД КОРТКЕРОССКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3584;"112-012";"ОВД ПРИЛУЗСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3585;"112-013";"ОВД Г. СОСНОГОРСКА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3586;"112-014";"ОВД СЫКТЫВДИНСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3587;"112-015";"ОВД СЫСОЛЬСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3588;"112-016";"ОВД ТРОИЦКО-ПЕЧОРСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3589;"112-017";"ОВД УДОРСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3590;"112-018";"ОВД Г. УСИНСКА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3591;"112-019";"ОВД УСТЬ-ВЫМСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3592;"112-020";"ОВД УСТЬ-КУЛОМСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3593;"112-021";"ОВД УСТЬ-ЦИЛЕМСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3594;"113-001";"ЖЕШАРТСКОЕ ПОМ УСТЬ-ВЫМСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3595;"113-002";"МИКУНЬСКИЙ ГОРОДСКОЙ ОМ УСТЬ-ВЫМСКОГО Р-НА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3596;"113-003";"ВОРГАШОРСКИЙ ГОМ Г. ВОРКУТЫ РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3597;"113-004";"СЕВЕРНОЕ ПОМ Г. ВОРКУТЫ РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3598;"113-005";"ВОЙВОЖСКИЙ ТП МИЛИЦИИ Г. СОСНОГОРСКА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3599;"113-006";"НИЖНЕОДЕССКОЕ ПОМ Г. СОСНОГОРСКА РЕСПУБЛИКИ КОМИ";"2017-12-31 00:00:00"
3600;"120-000";"УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ";"2017-12-31 00:00:00"
3606;"120-006";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В П.КРАСНОГОРСКИЙ";"2011-07-01 00:00:00"
3607;"120-007";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В КИЛЕМАРСКОМ Р-НЕ";"2017-12-31 00:00:00"
3608;"120-008";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В П.ВИЗИМЬЯРЫ В КИЛЕМАРСКОМ Р-НЕ";"2011-07-01 00:00:00"
3609;"120-009";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В КУЖЕНЕРСКОМ Р-НЕ";"2012-12-31 00:00:00"
3610;"120-010";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В МАРИ-ТУРЕКСКОМ Р-НЕ";"2013-06-16 00:00:00"
3611;"120-011";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В МЕДВЕДЕВСКОМ Р-НЕ";"2017-12-31 00:00:00"
3612;"120-012";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В МОРКИНСКОМ Р-НЕ";"2017-12-31 00:00:00"
3613;"120-013";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В НОВОТОРЪЯЛЬСКОМ Р-НЕ";"2017-12-31 00:00:00"
3614;"120-014";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В ОРШАНСКОМ Р-НЕ";"2012-12-31 00:00:00"
3615;"120-015";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В ПАРАНЬГИНСКОМ Р-НЕ";"2013-06-16 00:00:00"
3616;"120-016";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В СЕРНУРСКОМ Р-НЕ";"2013-06-16 00:00:00"
3617;"120-017";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В СОВЕТСКОМ Р-НЕ";"2017-12-31 00:00:00"
3618;"120-018";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В ЮРИНСКОМ Р-НЕ";"2015-05-31 00:00:00"
3619;"120-020";"ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В Г. ЙОШКАР-ОЛЕ";"2017-12-31 00:00:00"
3620;"121-001";"МВД РЕСПУБЛИКИ МАРИЙ ЭЛ";"2001-06-26 00:00:00"
3621;"122-001";"ЦЕНТРАЛЬНЫЙ ОТДЕЛ МИЛИЦИИ УВД Г. ЙОШКАР-ОЛЫ";"2007-04-13 00:00:00"
3622;"122-002";"ОВД Г. ВОЛЖСКА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3623;"122-003";"ОВД ВОЛЖСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-19 00:00:00"
3624;"122-004";"ОВД ГОРНОМАРИЙСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-12 00:00:00"
3625;"122-006";"ОВД ЗВЕНИГОВСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3626;"122-007";"ОВД КИЛЕМАРСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3627;"122-008";"ОВД КУЖЕНЕРСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3628;"122-009";"ОВД МАРИ-ТУРЕКСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-12 00:00:00"
3629;"122-010";"ОВД МЕДВЕДЕВСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-12 00:00:00"
3630;"122-011";"ОВД МОРКИНСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3631;"122-012";"ОВД НОВОТОРЪЯЛЬСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3632;"122-013";"ОВД ОРШАНСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3633;"122-014";"ОВД ПАРАНЬГИНСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3634;"122-015";"ОВД СЕРНУРСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3635;"122-016";"ОВД СОВЕТСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3636;"122-017";"ОВД ЮРИНСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-12 00:00:00"
3637;"123-001";"ЗАВОДСКОЙ ОТДЕЛ МИЛИЦИИ УВД Г. ЙОШКАР-ОЛЫ";"2007-04-13 00:00:00"
3638;"123-002";"ЗАРЕЧНЫЙ ОТДЕЛ МИЛИЦИИ УВД Г. ЙОШКАР-ОЛЫ";"2007-04-13 00:00:00"
3639;"123-003";"КРАСНОГОРСКОЕ ОМ ЗВЕНИГОВСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3640;"123-004";"ВИЗИМЬЯРСКОЕ ОМ КИЛЕМАРСКОГО Р-НА РЕСПУБЛИКИ МАРИЙ ЭЛ";"2007-04-13 00:00:00"
3667;"131-001";"МВД РЕСПУБЛИКИ МОРДОВИЯ";"2017-12-31 00:00:00"
3668;"132-001";"ОВД ОКТЯБРЬСКОГО РАЙОНА ГОРОДА САРАНСКА";"2005-12-31 00:00:00"
3669;"132-002";"ОВД ЛЕНИНСКОГО РАЙОНА ГОРОДА САРАНСКА";"2005-12-31 00:00:00"
3670;"132-003";"ОВД ПРОЛЕТАРСКОГО РАЙОНА ГОРОДА САРАНСКА";"2005-12-31 00:00:00"
3671;"132-004";"ОВД АРДАТОВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3672;"132-005";"ОВД АТЮРЬЕВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3673;"132-006";"ОВД АТЯШЕВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3674;"132-007";"ОВД БОЛЬШЕБЕРЕЗНИКОВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3675;"132-008";"ОВД БОЛЬШЕИГНАТОВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3676;"132-009";"ОВД ДУБЕНСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3677;"132-010";"ОВД ЕЛЬНИКОВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3678;"132-011";"ОВД ЗУБОВО-ПОЛЯНСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ";"2005-12-31 00:00:00"
3691;"141-001";"МВД РЕСПУБЛИКИ САХА (ЯКУТИЯ)";"2007-01-01 00:00:00"
3692;"141-200";"ОТДЕЛ МИЛИЦИИ Г. ЛАДУШКИНА КАЛИНИНГРАДСКОЙ ОБЛ.";"2017-12-31 00:00:00"
3693;"142-001";"1 ОВД Г. ЯКУТСКА";"2007-01-01 00:00:00"
3694;"142-002";"2 ОВД Г. ЯКУТСКА";"2007-01-01 00:00:00"
3695;"142-003";"3 ОВД Г. ЯКУТСКА";"2007-01-01 00:00:00"
3696;"142-004";"НЕРЮНГРИНСКИЙ ГУВД РЕСПУБЛИКИ САХА (ЯКУТИЯ)";"2003-01-01 00:00:00"
3697;"142-005";"МИРНИНСКИМ ГУВД РЕСПУБЛИКИ САХА (ЯКУТИЯ)";"2007-01-01 00:00:00"
